id,name_original,name_key,model_path,category,source,classification_source,canonical_character,origin_work,origin_type,origin_status,origin_note,related_origin_work,origin_sources,origin_local_evidence
315,亚连·沃克,Name_AllenWalker,../DATA/CHARACTER/ROLEACTION/315.x,formal,official_client_hero_c.dat,300data.com,亞連·沃克,D.Gray-man 驅魔少年,漫畫／動畫,角色身分對照,,,https://300data.com/hero/315.html; https://300data.com/data/api/hero_info/id/315,evidence/hero-backgrounds/315.json
316,东风谷早苗,Name_dongfengguzaomiao,../DATA/CHARACTER/ROLEACTION/316.x,formal,official_client_hero_c.dat,300data.com,东风谷早苗,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/316.html; https://300data.com/data/api/hero_info/id/316,evidence/hero-backgrounds/316.json
317,吕树,Name_lvshu,../DATA/CHARACTER/ROLEACTION/317.x,formal,official_client_hero_c.dat,300data.com,吕树,大王饒命,小說／中國動畫,角色身分對照,,,https://300data.com/hero/317.html; https://300data.com/data/api/hero_info/id/317,evidence/hero-backgrounds/317.json
318,吕小鱼,Name_lvxiaoyu,../DATA/CHARACTER/ROLEACTION/318.x,formal,official_client_hero_c.dat,300data.com,吕小鱼,大王饒命,小說／中國動畫,角色身分對照,,,https://300data.com/hero/318.html; https://300data.com/data/api/hero_info/id/318,evidence/hero-backgrounds/318.json
319,坂本,Name_banben,../DATA/CHARACTER/ROLEACTION/319.x,formal,official_client_hero_c.dat,300data.com,坂本,在下坂本，有何貴幹？,漫畫／動畫,角色身分對照,背景明寫在下坂本，有何貴幹；不是《SAKAMOTO DAYS》。,,https://300data.com/hero/319.html; https://300data.com/data/api/hero_info/id/319,evidence/hero-backgrounds/319.json
320,阿希娅,Name_axiya,../DATA/CHARACTER/ROLEACTION/320.x,formal,official_client_hero_c.dat,300data.com,阿希娅,300英雄原創,遊戲原創,角色身分對照,官方十二周年推出的原創 300 娘；其他 IP 聯動皮膚需另外歸類。,,https://300data.com/hero/320.html; https://300data.com/data/api/hero_info/id/320; https://activity.jumpw.com/300hero/12th/main.jsp,evidence/hero-backgrounds/320.json
321,比那名居天子,Name_binamingjutianzi,../DATA/CHARACTER/ROLEACTION/321.x,formal,official_client_hero_c.dat,300data.com,比那名居天子,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/321.html; https://300data.com/data/api/hero_info/id/321,evidence/hero-backgrounds/321.json
322,蓝染惣右介,Name_lanranzongyoujie,../DATA/CHARACTER/ROLEACTION/322.x,formal,official_client_hero_c.dat,300data.com,蓝染惣右介,BLEACH 死神,漫畫／動畫,角色身分對照,,,https://300data.com/hero/322.html; https://300data.com/data/api/hero_info/id/322,evidence/hero-backgrounds/322.json
323,奴良陆生,Name_lusheng,../DATA/CHARACTER/ROLEACTION/323.x,formal,official_client_hero_c.dat,300data.com,奴良陆生,妖怪少爺／滑頭鬼之孫,漫畫／動畫,角色身分對照,,,https://300data.com/hero/323.html; https://300data.com/data/api/hero_info/id/323,evidence/hero-backgrounds/323.json
327,刑天,Name_xingtian,../DATA/CHARACTER/ROLEACTION/327.x,formal,official_client_hero_c.dat,300data.com,刑天鎧甲（李昊天）,鎧甲勇士刑天,真人特攝,角色身分對照,真人特攝角色；官方聯動名稱為《鎧甲勇士》，角色對應《鎧甲勇士刑天》。,,https://300data.com/hero/327.html; https://300data.com/data/api/hero_info/id/327; https://300.jumpw.com/item/294.html,evidence/hero-backgrounds/327.json
328,法尼·瓦伦泰,Name_waluntai,../DATA/CHARACTER/ROLEACTION/328.x,formal,official_client_hero_c.dat,300data.com,法尼·瓦倫泰／Funny Valentine,JoJo 的奇妙冒險 第七部：飆馬野郎 STEEL BALL RUN,漫畫系列,角色身分對照,,,https://300data.com/hero/328.html; https://300data.com/data/api/hero_info/id/328,evidence/hero-backgrounds/328.json
329,故障缇米,Name_guzhangtimi,../DATA/CHARACTER/ROLEACTION/329.x,formal,official_client_hero_c.dat,300data.com,故障緹米,300英雄原創,遊戲原創,角色身分對照,緹米的故障衍生形態，背景直接關聯本作伊莎、緹米與永恒世界。,,https://300data.com/hero/329.html; https://300data.com/data/api/hero_info/id/329,evidence/hero-backgrounds/329.json
332,我妻善逸,Name_woqishanyi,../DATA/CHARACTER/ROLEACTION/332.x,formal,official_client_hero_c.dat,300data.com,我妻善逸,鬼滅之刃,漫畫／動畫,角色身分對照,,,https://300data.com/hero/332.html; https://300data.com/data/api/hero_info/id/332; https://news.17173.com/content/01222026/220604977.shtml,evidence/hero-backgrounds/332.json
333,芙莉莲,Name_fulilian,../DATA/CHARACTER/ROLEACTION/333.x,formal,official_client_hero_c.dat,300data.com,芙莉莲,葬送的芙莉蓮,漫畫／動畫,角色身分對照,,,https://300data.com/hero/333.html; https://300data.com/data/api/hero_info/id/333; https://news.17173.com/content/01222026/220604977.shtml,evidence/hero-backgrounds/333.json
334,闰土,Name_daitu,../DATA/CHARACTER/ROLEACTION/334.x,formal,official_client_hero_c.dat,300data.com,宇智波帶土,火影忍者 NARUTO,漫畫／動畫,角色身分對照,目前名稱「閏土」，內部 key Name_daitu；身分對照為宇智波帶土。,,https://300data.com/hero/334.html; https://300data.com/data/api/hero_info/id/334; https://update.300hero.jumpwgame.com/xclient_unpack/excel/hero_c.dat.gz,evidence/hero-backgrounds/334.json
335,梅林,Name_meilin,../DATA/CHARACTER/ROLEACTION/335.x,formal,official_client_hero_c.dat,300data.com,梅林（Fate）,Fate/Grand Order,遊戲／動漫,角色身分對照,公告技能含英雄做成、永世隔絕的理想鄉，並有阿瓦隆女士皮膚，對應 Fate 的梅林。,,https://300data.com/hero/335.html; https://300data.com/data/api/hero_info/id/335; https://wap.gamersky.com/news/Content-2166562.html,evidence/hero-backgrounds/335.json
336,艾莉丝,Name_ailisi_A,../DATA/CHARACTER/ROLEACTION/336.x,formal,official_client_hero_c.dat,300data.com,艾莉絲·伯雷亞斯·格雷拉特（Eris）,無職轉生～到了異世界就拿出真本事～,小說／動畫,角色身分對照,2026 暑期公告描述紅髮「狂劍王」，對應無職轉生的 Eris；不是 SAO 的 Alice。,,https://300data.com/hero/336.html; https://300data.com/data/api/hero_info/id/336; https://wap.gamersky.com/news/Content-2166562.html,evidence/hero-backgrounds/336.json
390,坦克,,../Data\Magic\Skill\312_shishenqiankong\s09\trace\tx_312_s09_3_01.x,extra,official_client_hero_c.dat,300data.com,石神千空技能坦克,Dr.STONE 新石紀,漫畫／動畫,依模型路徑推定技能歸屬,非獨立英雄；依客戶端模型路徑 Skill/312_shishenqiankong 歸到石神千空。僅確認技能歸屬，未完成模型外觀核對。,,https://300data.com/hero/390.html; https://300data.com/data/api/hero_info/id/390; https://update.300hero.jumpwgame.com/xclient_unpack/excel/hero_c.dat.gz,evidence/hero-backgrounds/390.json
391,枯萎穿心,,../Data\Magic\Skill\285_jiliangjiying\s05_E\trace\tx_285_s05_3_01.x,extra,official_client_hero_c.dat,300data.com,枯萎穿心／Sheer Heart Attack,JoJo 的奇妙冒險 第四部：不滅鑽石,漫畫／動畫,角色身分對照,吉良吉影的殺手皇后所用追蹤爆彈；模型路徑 Skill/285_jiliangjiying。,,https://300data.com/hero/391.html; https://300data.com/data/api/hero_info/id/391; https://update.300hero.jumpwgame.com/xclient_unpack/excel/hero_c.dat.gz; https://activity.jumpw.com/300hero/edition/index.jsp,evidence/hero-backgrounds/391.json
392,出租车,,../Data\Magic\Skill\319_banben\s06_r\trace\tx_319_s06_3_01.x,extra,official_client_hero_c.dat,300data.com,坂本技能計程車,在下坂本，有何貴幹？,漫畫／動畫,依模型路徑推定技能歸屬,非獨立英雄；依客戶端模型路徑 Skill/319_banben 歸到坂本。這是本遊戲的技能單位關聯，不表示原作有同款計程車。,,https://300data.com/hero/392.html; https://300data.com/data/api/hero_info/id/392; https://update.300hero.jumpwgame.com/xclient_unpack/excel/hero_c.dat.gz,evidence/hero-backgrounds/392.json
