# owner 2026-08-21 ①②③④⑦「B 全轉」**之前**的原始數值 —— ⛔ 不是說明文件，是**退路**。
# 級距是一支技能一格 ⇒ 傷害的 perRank 與耗魔的逐階陣列在轉換時交出去了。
# 這一份留著那一半，理由與 docs/legacy/_w3x-fidelity-superseded.md 逐字相同：
# **測試可以跟著設計走，知識不可以無聲消失。**
# before = git HEAD（49caceb8）· after = 這一批落地之後。
id	name	cd_before	cd_after	cooldownTier	mp_before	mp_after	damage_before	damage_after	range_before	range_after	rangeTier
godie-udre.e	11-03 鬼氣九刀流-阿修羅壹霧銀	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[100.0, 130.0, 160.0, 190.0]	[100.0, 100.0, 100.0, 100.0]	[{"perRank": [300, 450, 600, 750]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-udre.ex	11-002 武裝色霸氣	[60]	[60.0]	中	[390]	[0.0]	[]	[]	0	0	
godie-udre.passive	11-00 三刀流	[30.0]	[30.0]	中	[45.0]	[0.0]	[]	[]	0	0	
godie-udre.q	11-01 燒鬼斬	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-udre.r	11-04 三千世界	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[111.0, 222.0, 333.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-udre.w	11-02 虎狩獵	[45, 45, 45, 45]	[45.0, 45.0, 45.0, 45.0]	小	[75, 100, 125, 150]	[75.0, 75.0, 75.0, 75.0]	[{"perRank": [250, 325, 400, 475]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-umal.e	25-03 北斗百裂拳	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[165.0, 240.0, 315.0, 390.0]	[165.0, 165.0, 165.0, 165.0]	[{"perRank": [300, 550, 800, 1050]}]	[{"damageTier": "極小", "flat": 600.0}]	3	3	極小
godie-umal.ex	25-002 喔拉喔拉喔拉喔拉	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-umal.passive	25-00 北斗暗殺拳	[45.0]	[45.0]	大	[70.0]	[0.0]	[]	[]	0	0	
godie-umal.q	25-01 北斗懺悔拳	[25.0, 25.0, 25.0, 25.0, 8.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[90.0, 120.0, 150.0, 325.0, 85.0]	[90.0, 90.0, 90.0, 90.0, 90.0]	[{"perRank": [150, 300, 450, 600, 750]}]	[{"damageTier": "極小", "flat": 600.0}]	3	3	極小
godie-umal.r	25-04 ChangeDNA	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	中	[80.0, 160.0, 240.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-umal.w	25-02 北斗神拳秘訣轉龍呼吸法	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [12, 15, 18, 21]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-uvng.e	38-03 邪王炎殺黑龍波	[60, 60, 60, 60]	[60.0, 60.0, 60.0, 60.0]	極大	[215, 300, 385, 470]	[215.0, 215.0, 215.0, 215.0]	[{"perRank": [650, 900, 1150, 1400]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-uvng.ex	38-002 究極暴走黑龍波	[60.0]	[60.0]	中	[120.0]	[120.0]	[{"flat": 900}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-uvng.q	38-01 邪王炎殺劍	[45.0, 45.0, 45.0, 50.0, 50.0]	[45.0, 45.0, 45.0, 45.0, 45.0]	大	[85.0, 115.0, 145.0, 275.0, 275.0]	[85.0, 85.0, 85.0, 85.0, 85.0]	[{"perRank": [250.0, 350.0, 450.0, 550.0, 650.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-uvng.r	38-04 黑龍波吸收	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[100.0, 200.0, 300.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-uvng.w	38-02 邪王炎殺煉獄焦	[25.0, 25.0, 25.0, 25.0, 25.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	極小	[75.0, 125.0, 175.0, 175.0, 175.0]	[75.0, 75.0, 75.0, 75.0, 75.0]	[{"perRank": [250, 400, 550, 700, 850]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-zombiex.e	100-03 咕咕嘎嘎	[14, 13, 12, 11]	[30.0, 30.0, 30.0, 30.0]	極小	[70, 95, 120, 145]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [60, 110, 160, 210]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-zombiex.ex	100-002 此世全部之咖哩・バタンキュー	[60.0]	[60.0]	極大	[100.0]	[0.0]	[]	[]	0	0	
godie-zombiex.q	100-01 肝泥抹德	[8, 8, 8, 8]	[30.0, 30.0, 30.0, 30.0]	極小	[40, 55, 70, 85]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 140, 200, 260]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-zombiex.r	100-04 百式・哈基米	[90, 80, 70]	[60.0, 60.0, 60.0]	中	[100, 150, 200]	[100.0, 100.0, 100.0]	[{"perRank": [300, 500, 700]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-zombiex.w	100-02 黑天覆七重咖哩・硬啦	[16.0, 15.0, 14.0, 13.0]	[6.0, 6.0, 6.0, 6.0]	極小	[30.0, 50.0, 70.0, 90.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	6	6	中
